CO_AREA;CostCenter;ProfitCenter;Cost Element;Version;Value type;Currency Type;Valuation view;Functional Area;Fiscal Year;Fiscal Year Variant;Currency;Unit of Measure;;Quantity
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0012010;K4;EUR;M2;8.831,84;1240
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0012010;K4;EUR;M2;65.901,85;1265
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0012010;K4;EUR;M2;20.793,57;1290
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0012010;K4;EUR;M2;62.380,71;1315
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0012010;K4;EUR;M2;726,92;1340
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0012010;K4;EUR;M2;23.354,45;1365
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0012010;K4;EUR;M2;35.031,67;1390
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0012010;K4;EUR;M2;181,73;1415
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0012010;K4;EUR;M2;181,73;1440
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;5.838,61;1465
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0012011;K4;EUR;M2;414,72;1490
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0012011;K4;EUR;M2;829,44;1515
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;1.090,38;1540
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0012011;K4;EUR;M2;35.031,67;1565
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0012011;K4;EUR;M2;207,36;1590
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;528,72;1615
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0012011;K4;EUR;M2;528,72;1640
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0012011;K4;EUR;M2;11.677,22;1665
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;829,44;1690
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0012011;K4;EUR;M2;2.114,90;1715
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0012011;K4;EUR;M2;1.090,38;1740
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0012011;K4;EUR;M2;181,73;1765
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0012011;K4;EUR;M2;414,72;1790
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0012011;K4;EUR;M2;1.057,45;1815
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0012011;K4;EUR;M2;726,92;1840
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0012011;K4;EUR;M2;1.090,38;1865
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;181,73;1890
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0012011;K4;EUR;M2;528,72;1915
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0012011;K4;EUR;M2;181,73;1940
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0022008;K4;EUR;M2;363,46;1965
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0022008;K4;EUR;M2;11.677,22;1990
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0022008;K4;EUR;M2;23.354,45;2015
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0022008;K4;EUR;M2;1.090,38;2040
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0022008;K4;EUR;M2;4.739,41;2065
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0022008;K4;EUR;M2;5.869,11;2090
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0022008;K4;EUR;M2;10.095,03;2115
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0022008;K4;EUR;M2;20.190,05;2140
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0022008;K4;EUR;M2;28.436,48;2165
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0022008;K4;EUR;M2;35.214,67;2190
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0022008;K4;EUR;M2;5.047,51;2215
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0022008;K4;EUR;M2;6.177,21;2240
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0022008;K4;EUR;M2;12.354,42;2265
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0022008;K4;EUR;M2;23.476,45;2290
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0022008;K4;EUR;M2;30.285,08;2315
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0022008;K4;EUR;M2;37.063,26;2340
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0022008;K4;EUR;M2;5.561,01;2365
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0022008;K4;EUR;M2;11.122,02;2390
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0022009;K4;EUR;M2;20.190,05;2415
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0022009;K4;EUR;M2;24.708,84;2440
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0022009;K4;EUR;M2;33.366,07;2465
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0022009;K4;EUR;M2;4.739,41;2490
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0022009;K4;EUR;M2;4.739,41;2515
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0022009;K4;EUR;M2;6.177,21;2540
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0022009;K4;EUR;M2;5.561,01;2565
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0022009;K4;EUR;M2;9.478,83;2590
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0022009;K4;EUR;M2;11.738,22;2615
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0022009;K4;EUR;M2;23.476,45;2640
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0022009;K4;EUR;M2;31.777,21;2665
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0022009;K4;EUR;M2;4.513,73;2690
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0022009;K4;EUR;M2;5.589,63;2715
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0022009;K4;EUR;M2;9.614,31;2740
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0022009;K4;EUR;M2;19.228,62;2765
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0022009;K4;EUR;M2;27.082,37;2790
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0022009;K4;EUR;M2;33.537,78;2815
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0022009;K4;EUR;M2;4.807,16;2840
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0022010;K4;EUR;M2;5.883,06;2865
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0022010;K4;EUR;M2;11.766,12;2890
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0022010;K4;EUR;M2;22.358,52;2915
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0022010;K4;EUR;M2;28.842,93;2940
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0022010;K4;EUR;M2;35.298,35;2965
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0022010;K4;EUR;M2;5.296,20;2990
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0022010;K4;EUR;M2;5.296,20;3015
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0022010;K4;EUR;M2;9.614,31;3040
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0022010;K4;EUR;M2;11.766,12;3065
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0022010;K4;EUR;M2;21.184,81;3090
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0022010;K4;EUR;M2;27.082,37;3115
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0022010;K4;EUR;M2;4.513,73;3140
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0022010;K4;EUR;M2;5.883,06;3165
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0022010;K4;EUR;M2;5.296,20;3190
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0022010;K4;EUR;M2;9.027,46;3215
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0022010;K4;EUR;M2;11.179,26;3240
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0022010;K4;EUR;M2;22.358,52;3265
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0022010;K4;EUR;M2;31.777,21;3290
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0022011;K4;EUR;M2;4.513,73;3315
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0022011;K4;EUR;M2;5.589,63;3340
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0022011;K4;EUR;M2;4.807,16;3365
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0022011;K4;EUR;M2;9.614,31;3390
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0022011;K4;EUR;M2;18.054,91;3415
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0022011;K4;EUR;M2;22.358,52;3440
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0022011;K4;EUR;M2;28.842,93;3465
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0022011;K4;EUR;M2;35.298,35;3490
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0022011;K4;EUR;M2;5.883,06;3515
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0022011;K4;EUR;M2;5.589,63;3540
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0022011;K4;EUR;M2;9.614,31;3565
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0022011;K4;EUR;M2;11.766,12;3590
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0022011;K4;EUR;M2;21.184,81;3615
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0022011;K4;EUR;M2;31.777,21;3640
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0022011;K4;EUR;M2;4.807,16;3665
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0022011;K4;EUR;M2;5.883,06;3690
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0022011;K4;EUR;M2;10.592,40;3715
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0022011;K4;EUR;M2;18.054,91;3740
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0032008;K4;EUR;M2;27.082,37;3765
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0032008;K4;EUR;M2;35.298,35;3790
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0032008;K4;EUR;M2;5.296,20;3815
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0032008;K4;EUR;M2;4.513,73;3840
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0032008;K4;EUR;M2;5.589,63;3865
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0032008;K4;EUR;M2;11.179,26;3890
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0032008;K4;EUR;M2;21.184,81;3915
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0032008;K4;EUR;M2;27.082,37;3940
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0032008;K4;EUR;M2;33.537,78;3965
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0032008;K4;EUR;M2;15.402,65;3990
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0032008;K4;EUR;M2;23.103,97;4015
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0032008;K4;EUR;M2;3.488,40;4040
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0032008;K4;EUR;M2;4.285,37;4065
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0032008;K4;EUR;M2;7.701,32;4090
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0032008;K4;EUR;M2;13.084,20;4115
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0032008;K4;EUR;M2;19.626,30;4140
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0032008;K4;EUR;M2;25.712,22;4165
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0032008;K4;EUR;M2;3.850,66;4190
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0032009;K4;EUR;M2;3.271,05;4215
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0032009;K4;EUR;M2;4.068,02;4240
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0032009;K4;EUR;M2;8.136,03;4265
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0032009;K4;EUR;M2;15.402,65;4290
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0032009;K4;EUR;M2;19.626,30;4315
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0032009;K4;EUR;M2;24.408,09;4340
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0032009;K4;EUR;M2;4.324,90;4365
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0032009;K4;EUR;M2;467,72;4390
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0032009;K4;EUR;M2;269,23;4415
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0032009;K4;EUR;M2;307,20;4440
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0032009;K4;EUR;M2;269,23;4465
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0032009;K4;EUR;M2;8.649,80;4490
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0032009;K4;EUR;M2;935,44;4515
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0032009;K4;EUR;M2;403,85;4540
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0032009;K4;EUR;M2;460,80;4565
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0032009;K4;EUR;M2;403,85;4590
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0032009;K4;EUR;M2;12.974,69;4615
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0032009;K4;EUR;M2;1.403,16;4640
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0032010;K4;EUR;M2;67,31;4665
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0032010;K4;EUR;M2;76,80;4690
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0032010;K4;EUR;M2;67,31;4715
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0032010;K4;EUR;M2;2.162,45;4740
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0032010;K4;EUR;M2;233,86;4765
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0032010;K4;EUR;M2;67,31;4790
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0032010;K4;EUR;M2;76,80;4815
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0032010;K4;EUR;M2;67,31;4840
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0032010;K4;EUR;M2;2.162,45;4865
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0032010;K4;EUR;M2;233,86;4890
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0032010;K4;EUR;M2;134,62;4915
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0032010;K4;EUR;M2;153,60;4940
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0032010;K4;EUR;M2;134,62;4965
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0032010;K4;EUR;M2;4.324,90;4990
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0032010;K4;EUR;M2;467,72;5015
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0032010;K4;EUR;M2;269,23;5040
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0032010;K4;EUR;M2;307,20;5065
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0032010;K4;EUR;M2;269,23;5090
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;8.649,80;5115
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;935,44;5140
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;403,85;5165
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;460,80;5190
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;403,85;5215
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;12.974,69;5240
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;1.403,16;5265
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;67,31;5290
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;76,80;5315
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;67,31;5340
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0032011;K4;EUR;M2;2.162,45;5365
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0032011;K4;EUR;M2;233,86;5390
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0032011;K4;EUR;M2;67,31;5415
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0032011;K4;EUR;M2;76,80;5440
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0032011;K4;EUR;M2;67,31;5465
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0032011;K4;EUR;M2;2.162,45;5490
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0032011;K4;EUR;M2;233,86;5515
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;134,62;5540
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;153,60;5565
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;134,62;5590
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;4.324,90;5615
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;467,72;5640
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;269,23;5665
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;307,20;5690
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;269,23;5715
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0032011;K4;EUR;M2;8.649,80;5740
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0032011;K4;EUR;M2;935,44;5765
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;403,85;5790
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0032011;K4;EUR;M2;460,80;5815
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0032011;K4;EUR;M2;403,85;5840
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0032011;K4;EUR;M2;12.974,69;5865
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0032011;K4;EUR;M2;1.403,16;5890
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0032011;K4;EUR;M2;67,31;5915
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0032011;K4;EUR;M2;76,80;5940
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0032011;K4;EUR;M2;67,31;5965
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0032011;K4;EUR;M2;2.162,45;5990
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;233,86;6015
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;134,62;6040
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;153,60;6065
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;134,62;6090
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;4.324,90;6115
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;467,72;6140
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;269,23;6165
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;307,20;6190
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;269,23;6215
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;8.649,80;6240
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0042008;K4;EUR;M2;935,44;6265
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0042008;K4;EUR;M2;403,85;6290
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0042008;K4;EUR;M2;460,80;6315
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0042008;K4;EUR;M2;403,85;6340
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0042008;K4;EUR;M2;12.974,69;6365
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0042008;K4;EUR;M2;1.403,16;6390
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0042008;K4;EUR;M2;67,31;6415
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;76,80;6440
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;67,31;6465
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;2.162,45;6490
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;233,86;6515
0100;1001001400;28160103;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;67,31;6540
0100;1001001500;28160104;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;76,80;6565
0100;1001001600;28160105;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;67,31;6590
0100;1001001700;28160106;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;2.162,45;6615
0100;1001002000;28160107;9900000002;000;010;00;000;5000;0042008;K4;EUR;M2;233,86;6640
0100;1001002100;28160108;9900000003;000;010;00;000;5000;0042008;K4;EUR;M2;134,62;6665
0100;1001002200;28160109;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;153,60;6690
0100;1001002210;28160110;9900000002;000;010;00;000;4000;0042008;K4;EUR;M2;134,62;6715
0100;1001002220;28160111;9900000003;000;010;00;000;4000;0042008;K4;EUR;M2;4.324,90;6740
0100;1001002230;28160112;1631110000;000;010;00;000;4000;0042008;K4;EUR;M2;467,72;6765
0100;1001002240;28160113;1787130000;000;010;00;000;4000;0042008;K4;EUR;M2;269,23;6790
0100;1001002250;28160114;9900000001;000;010;00;000;4000;0042008;K4;EUR;M2;307,20;6815
0100;1001002300;28160115;9900000002;000;010;00;000;4000;0042008;K4;EUR;M2;269,23;6840
0100;1001002310;28160116;9900000003;000;010;00;000;4000;0042008;K4;EUR;M2;8.649,80;6865
0100;1001002320;28160117;9900000001;000;010;00;000;5000;0042008;K4;EUR;M2;935,44;6890
0100;1001001100;28160100;9900000001;000;010;00;000;5000;0042009;K4;EUR;M2;403,85;6915
0100;1001001200;28160101;9900000002;000;010;00;000;5000;0042009;K4;EUR;M2;460,80;6940
0100;1001001300;28160102;9900000003;000;010;00;000;5000;0042009;K4;EUR;M2;403,85;6965
